SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
506222,INEOSSTYRO  ,B ,Q,586.30,600.00,579.60,579.60,579.60,568.95,79,536,315441.00,,INE189B01011,15-Apr-20,,
506235,ALEMBIC LTD.,B ,Q,47.95,50.50,45.00,45.90,45.85,47.20,696,34324,1647288.00,,INE426A01027,15-Apr-20,,
506248,AMINES&PLAST,X ,Q,25.00,25.75,24.05,24.20,24.15,24.55,48,1629,40464.00,,INE275D01022,15-Apr-20,,
506260,ANUH PHARMA ,X ,Q,155.90,160.00,147.00,147.25,147.25,154.80,320,20450,3104977.00,,INE489G01022,15-Apr-20,,
506261,MODISON MET.,X ,Q,27.00,29.75,26.70,29.10,29.75,28.55,30,3779,104519.00,,INE737D01021,15-Apr-20,,
506285,BAYER CROP  ,A ,Q,3791.85,3988.95,3754.10,3796.55,3800.00,3792.95,335,859,3338207.00,,INE462A01022,15-Apr-20,,
506365,CHEMO PHARMA,XT,Q,5.70,5.70,5.70,5.70,5.70,6.00,1,7,39.00,,INE320M01019,15-Apr-20,,
506390,CLARI CHEM  ,B ,Q,279.95,281.35,265.00,268.95,268.00,271.60,212,2820,775190.00,,INE492A01029,15-Apr-20,,
506395,COROM INTER ,A ,Q,516.40,541.05,514.25,528.90,530.00,509.10,671,5964,3143076.00,,INE169A01031,15-Apr-20,,
506401,DEEPAK NITR.,A ,Q,458.10,476.95,436.20,447.70,447.70,458.10,3392,49088,22513506.00,,INE288B01029,15-Apr-20,,
506405,DHARAMSI CHM,X ,Q,84.30,84.30,76.30,78.20,79.95,80.30,96,7045,560069.00,,INE505A01010,15-Apr-20,,
506414,FERMENTA    ,X ,Q,252.00,263.00,246.00,249.50,250.00,248.50,186,6018,1523081.00,,INE225B01021,15-Apr-20,,
506480,GOCLCORP    ,B ,Q,140.50,140.85,137.50,137.50,137.50,140.50,17,425,59370.00,,INE077F01035,15-Apr-20,,
506520,JAYSHRI CHEM,X ,Q,4.68,4.70,4.68,4.68,4.68,4.39,20,6177,28930.00,,INE693E01016,15-Apr-20,,
506522,JL MORISON  ,X ,Q,1650.00,1650.00,1650.00,1650.00,1650.00,1650.00,3,37,61050.00,,INE430D01015,15-Apr-20,,
506525,KANORIA CHEM,B ,Q,31.80,33.05,31.00,31.30,31.30,32.05,58,5106,162223.00,,INE138C01024,15-Apr-20,,
506528,KELTECH EN. ,X ,Q,540.00,560.00,540.00,559.60,545.05,562.10,33,456,251808.00,,INE881E01017,15-Apr-20,,
506532,NITTA GELA  ,X ,Q,121.75,121.75,100.00,103.90,102.35,109.60,82,3453,368034.00,,INE265B01019,15-Apr-20,,
506543,M.P.AGRO IND,XT,Q,1.71,1.71,1.71,1.71,1.71,1.71,1,17,29.00,,INE468C01017,15-Apr-20,,
506579,ORIENT.CARB.,B ,Q,658.00,658.00,621.05,640.35,640.35,620.05,167,1801,1167729.00,,INE321D01016,15-Apr-20,,
506590,PHIL.CARBON ,A ,Q,83.30,83.30,77.50,78.10,78.10,79.50,1561,65105,5212098.00,,INE602A01023,15-Apr-20,,
506597,AMAL PRODUCT,X ,Q,114.00,114.40,105.50,106.30,106.00,112.70,29,1213,133661.00,,INE841D01013,15-Apr-20,,
506605,POLYCHEM    ,X ,Q,286.65,286.65,286.65,286.65,286.65,273.00,5,11,3153.00,,INE752B01024,15-Apr-20,,
506618,PUN.CHEM    ,B ,Q,400.00,400.10,392.00,396.50,398.00,390.00,56,336,134382.00,,INE277B01014,15-Apr-20,,
506642,SADHANA NITR,X ,Q,30.10,35.75,30.10,35.00,35.00,32.55,566,92994,3221733.00,,INE888C01040,15-Apr-20,,
506655,SUDARSH.CHEM,A ,Q,403.10,419.00,394.00,400.45,400.00,409.50,947,11598,4737705.00,,INE659A01023,15-Apr-20,,
506685,ULTRAMARINE ,X ,Q,150.35,172.80,150.35,162.10,164.20,150.35,280,15169,2484316.00,,INE405A01021,15-Apr-20,,
506687,TRANSPEK    ,X ,Q,1375.00,1445.00,1320.00,1339.00,1339.00,1371.80,444,6023,8414769.00,,INE687A01016,15-Apr-20,,
506690,UNICHEM LAB ,B ,Q,160.25,162.10,151.00,153.20,152.90,158.50,249,3302,517210.00,,INE351A01035,15-Apr-20,,
506734,MYS PETRO   ,X ,Q,42.10,45.00,37.60,42.55,42.95,41.60,36,1246,52034.00,,INE741A01011,15-Apr-20,,
506767,ALKYL AMINES,B ,Q,1367.00,1400.00,1340.40,1346.35,1370.35,1351.45,268,1459,2007752.00,,INE150B01021,15-Apr-20,,
506808,TUTICORIN.  ,X ,Q,3.40,3.57,3.40,3.57,3.57,3.40,12,211,751.00,,INE400A01014,15-Apr-20,,
506820,ASTRAZEN.PH.,A ,Q,2700.00,2721.10,2562.85,2572.35,2572.35,2637.80,369,1701,4520479.00,,INE203A01020,15-Apr-20,,
506852,PUN.ALKALI  ,X ,Q,30.70,33.45,29.50,31.80,31.25,31.05,35,6523,201909.00,,INE607A01014,15-Apr-20,,
506854,TANFAC IND. ,X ,Q,112.45,112.45,104.40,105.05,105.05,109.45,163,5509,594365.00,,INE639B01015,15-Apr-20,,
506879,GUJ.THEMIS. ,XT,Q,132.00,134.80,123.10,124.60,123.10,129.25,303,17285,2211411.00,,INE942C01029,15-Apr-20,,
506919,MAKERS LAB. ,X ,Q,43.55,49.40,43.00,46.45,46.45,47.45,68,5875,277910.00,,INE987A01010,15-Apr-20,,
506943,J.B.CHEMICAL,A ,Q,519.00,547.25,512.35,516.55,512.35,515.95,1464,17118,9136895.00,,INE572A01028,15-Apr-20,,
506981,BL.CHIP TEX ,X ,Q,82.00,86.90,78.25,81.30,79.60,82.00,20,540,44091.00,,INE472D01017,15-Apr-20,,
507155,JAGATJIT IND,XT,Q,20.90,20.90,20.90,20.90,20.90,19.95,1,100,2090.00,,INE574A01016,15-Apr-20,,
507180,KESAR ENT.  ,X ,Q,33.90,33.90,28.65,28.65,28.65,30.95,41,2286,67993.00,,INE133B01019,15-Apr-20,,
507205,TILAKNAG IND,B ,Q,15.30,15.70,15.15,15.50,15.50,15.00,89,8055,124591.00,,INE133E01013,15-Apr-20,,
507315,SAKTHI SUGAR,T ,Q,10.20,10.20,10.13,10.13,10.13,10.66,38,8641,87547.00,,INE623A01011,15-Apr-20,,
507410,WALCHANDNGR ,B ,Q,32.50,38.85,32.00,36.30,36.15,32.40,1658,106427,3973771.00,,INE711A01022,15-Apr-20,,
507438,IFB AGRO    ,B ,Q,250.00,262.15,250.00,254.00,254.00,249.70,36,414,106698.00,,INE076C01018,15-Apr-20,,
507450,THIRU A.SUG.,Z ,Q,3.25,3.25,3.25,3.25,3.25,3.42,3,1000,3250.00,,INE409A01015,15-Apr-20,,
507474,KOTHARI FERM,X ,Q,38.90,38.90,38.90,38.90,38.90,37.00,1,20,778.00,,INE991B01010,15-Apr-20,,
507486,CAPROLA.CHEM,XT,Q,20.14,20.14,20.14,20.14,20.14,19.19,5,350,7049.00,,INE470N01010,15-Apr-20,,
507488,G.M.BREWERI ,B ,Q,362.40,368.05,337.00,343.50,347.00,359.10,375,2519,888099.00,,INE075D01018,15-Apr-20,,
507490,RANA SUGARS ,T ,Q,4.15,4.34,3.94,3.94,3.94,4.14,223,216284,903587.00,,INE625B01014,15-Apr-20,,
507498,PICCADILY SU,X ,Q,3.63,4.19,3.63,4.05,4.05,3.84,19,2429,9906.00,,INE544C01023,15-Apr-20,,
507508,RIGA SUGAR  ,X ,Q,3.72,3.72,3.72,3.72,3.72,3.57,1,5,18.00,,INE909C01010,15-Apr-20,,
507514,SOM DISTILL.,T ,Q,73.00,74.95,72.00,72.00,72.00,73.35,13,700,51254.00,,INE480C01012,15-Apr-20,,
507525,AMRIT CORP  ,X ,Q,600.00,600.00,600.00,600.00,600.00,620.00,1,10,6000.00,,INE866E01026,15-Apr-20,,
507526,ASSO.ALCOHOL,B ,Q,171.95,172.00,159.00,162.15,161.90,168.80,1472,19273,3203461.00,,INE073G01016,15-Apr-20,,
507552,FOODS & INNS,X ,Q,47.95,49.60,46.00,49.60,49.60,45.10,584,96110,4680323.00,,INE976E01023,15-Apr-20,,
507580,IVP LIMITED ,T ,Q,32.60,34.90,32.60,34.90,34.90,34.00,2,21,730.00,,INE043C01018,15-Apr-20,,
507598,KLRFM       ,X ,Q,35.00,35.00,31.60,32.85,33.00,33.00,28,1211,40058.00,,INE014E01015,15-Apr-20,,
507621,MILKFOOD    ,X ,Q,495.50,567.00,482.55,537.95,550.00,479.80,344,4376,2327004.00,,INE588G01013,15-Apr-20,,
507645,POLSON LTD. ,X ,Q,7000.00,7250.00,7000.00,7146.00,7146.00,7100.00,14,14,100528.00,,INE339F01021,15-Apr-20,,
507685,WIPRO LTD.  ,A ,Q,190.80,193.50,186.00,186.55,186.55,189.45,6098,412252,78129918.00,,INE075A01022,15-Apr-20,,
507690,ORIENT BEVER,X ,Q,48.35,57.95,46.60,51.50,51.50,48.35,45,1210,61546.00,,INE247F01018,15-Apr-20,,
507717,DHAN AGRI   ,B ,Q,470.00,539.00,440.05,461.45,461.00,466.35,347,3596,1736231.00,,INE435G01025,15-Apr-20,,
507747,TTK HEALTHCA,B ,Q,494.55,506.50,480.00,486.00,486.00,485.45,173,1412,693028.00,,INE910C01018,15-Apr-20,,
507753,TGVSL       ,X ,Q,16.00,16.70,15.20,16.33,16.33,15.84,125,40458,652406.00,,INE284B01028,15-Apr-20,,
507779,KANPUR PLAST,X ,Q,53.50,53.50,49.05,49.35,49.35,53.15,65,3763,193748.00,,INE694E01014,15-Apr-20,,
507785,TAINWALA CH.,B ,Q,40.75,40.75,40.70,40.70,40.70,44.90,43,316,12861.00,,INE123C01018,15-Apr-20,,
507789,JAGSON PHAR ,B ,Q,27.05,29.60,27.05,29.20,29.05,26.95,1357,75626,2227814.00,,INE048B01027,15-Apr-20,,
507794,KHAITAN CHEM,X ,Q,7.80,8.00,7.27,7.38,7.74,7.61,95,30463,237077.00,,INE745B01028,15-Apr-20,,
507813,NATI. OXYGEN,X ,Q,32.30,32.45,30.60,30.60,30.60,30.95,17,928,29740.00,,INE296D01010,15-Apr-20,,
507815,GILLETTE (I),A ,Q,5311.55,5481.00,5295.20,5309.25,5301.00,5320.95,218,409,2210741.00,,INE322A01010,15-Apr-20,,
507817,WIRES FABRIK,X ,Q,46.45,46.45,46.45,46.45,46.45,44.25,11,993,46124.00,,INE469D01013,15-Apr-20,,
507828,ANSALHSG    ,B ,Q,2.85,3.10,2.85,2.95,2.95,2.96,6,1756,5177.00,,INE880B01015,15-Apr-20,,
507836,MAC CHARLES ,X ,Q,235.25,264.00,235.25,259.00,259.00,240.00,12,80,21041.00,,INE435D01014,15-Apr-20,,
507864,PION INVEST ,X ,Q,28.75,28.75,26.50,27.75,26.50,27.00,30,904,24924.00,,INE746D01014,15-Apr-20,,
507872,ASHNOOR TEX.,XT,Q,9.98,9.98,9.97,9.98,9.98,9.51,5,2044,20380.00,,INE372I01018,15-Apr-20,,
507878,UNITECH LTD ,Z ,Q,1.18,1.28,1.18,1.22,1.22,1.24,545,1666335,2011872.00,,INE694A01020,15-Apr-20,,
507880,VIP INDUS.  ,A ,Q,252.00,252.00,234.10,236.70,236.70,239.50,2672,19800,4767575.00,,INE054A01027,15-Apr-20,,
507910,FIBERWB IN  ,XT,Q,15.38,15.38,15.38,15.38,15.38,14.65,63,51915,798452.00,,INE296C01020,15-Apr-20,,
507912,LKP FIN     ,X ,Q,69.65,69.65,63.00,63.10,67.95,64.65,14,219,13875.00,,INE724A01017,15-Apr-20,,
507944,BAJAJ STEEL ,X ,Q,89.30,100.00,89.30,96.80,96.90,94.40,200,7723,753034.00,,INE704G01024,15-Apr-20,,
507960,GUJ.HOTELS  ,X ,Q,87.85,87.85,82.00,82.00,82.00,83.00,17,952,79761.00,,INE621C01011,15-Apr-20,,
507970,PARA. COSMET,X ,Q,11.79,11.79,11.79,11.79,11.79,11.23,1,300,3537.00,,INE143I01013,15-Apr-20,,
507981,JINDAL HOTL ,X ,Q,23.10,27.00,21.50,23.00,23.00,24.10,59,7700,178856.00,,INE726D01016,15-Apr-20,,
507998,SIMMONDS-MAR,X ,Q,22.70,25.40,22.70,23.90,23.90,22.70,22,2407,56618.00,,INE657D01021,15-Apr-20,,
508136,BNALTD      ,X ,Q,95.40,114.00,95.40,100.10,100.10,106.00,33,1959,196219.00,,INE489D01011,15-Apr-20,,
508486,HAWKINS COOK,B ,Q,4070.00,4243.90,4040.05,4177.60,4200.00,4071.60,418,2521,10468198.00,,INE979B01015,15-Apr-20,,
508807,IST LTD.    ,XT,Q,260.50,269.00,260.40,269.00,269.00,274.00,14,59,15542.00,,INE684B01029,15-Apr-20,,
508814,COSMO FILMS ,B ,Q,232.85,243.00,228.65,232.80,232.95,230.55,431,3124,737656.00,,INE757A01017,15-Apr-20,,
508869,APOLLO HOSP.,A ,Q,1298.70,1413.65,1298.70,1360.95,1365.00,1280.80,11810,154773,211031885.00,,INE437A01024,15-Apr-20,,
508906,EVEREST INDS,B ,Q,182.25,195.95,180.05,180.70,180.65,182.25,1276,15098,2830789.00,,INE295A01018,15-Apr-20,,
508922,MSR INDIA   ,X ,Q,6.09,6.40,6.09,6.40,6.40,6.09,10,170,1070.00,,INE331L01026,15-Apr-20,,
508933,AYMSYNTEX   ,B ,Q,16.50,16.95,15.50,15.80,16.25,16.40,35,559,8956.00,,INE193B01039,15-Apr-20,,
508941,PANASON CAR ,X ,Q,291.00,306.60,284.95,285.15,285.15,289.25,111,3458,1013380.00,,INE013E01017,15-Apr-20,,
508989,NAVNETEDUL  ,B ,Q,67.05,67.05,65.00,65.75,65.65,66.00,238,4064,268689.00,,INE060A01024,15-Apr-20,,
508996,SATPROP LTD ,X ,Q,0.52,0.54,0.52,0.54,0.54,0.52,4,385,203.00,,INE086E01021,15-Apr-20,,
509009,AUSOM ENT   ,B ,Q,28.20,30.50,28.20,30.50,30.50,31.30,14,394,11115.00,,INE218C01016,15-Apr-20,,
509020,RUCHI INFRA.,T ,Q,2.32,2.32,2.20,2.32,2.32,2.21,35,55567,124848.00,,INE413B01023,15-Apr-20,,
509048,LANCOR HOLDS,X ,Q,3.65,3.72,2.85,3.57,3.72,3.10,53,14834,52441.00,,INE572G01025,15-Apr-20,,
509051,INDIAN INFO.,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,4,1011,192.00,,INE300B01022,15-Apr-20,,
509055,VISAKA IND. ,B ,Q,153.65,153.65,153.65,153.65,153.65,146.35,16,749,115083.00,,INE392A01013,15-Apr-20,,
509073,HATHWAY BHAW,XT,Q,7.42,7.42,7.42,7.42,7.42,7.81,48,5815,43147.00,,INE525B01016,15-Apr-20,,
509077,PRESSMN     ,B ,Q,15.36,16.45,14.40,15.09,15.00,15.55,34,2604,39853.00,,INE980A01023,15-Apr-20,,
509079,GUFIC BIO SC,B ,Q,62.55,66.95,61.00,61.70,61.50,62.65,179,5610,347951.00,,INE742B01025,15-Apr-20,,
509148,GOVIND RUBB.,Z ,Q,1.41,1.41,1.41,1.41,1.41,1.40,7,1290,1818.00,,INE011C01015,15-Apr-20,,
509152,GRPLTD      ,B ,Q,753.75,791.00,753.75,790.00,790.00,738.00,10,588,463522.00,,INE137I01015,15-Apr-20,,
509162,INDAG RUBBER,X ,Q,48.00,52.00,47.25,51.25,52.00,47.90,2410,57795,2855522.00,,INE802D01023,15-Apr-20,,
509196,M.M.RUBBER  ,X ,Q,27.75,27.75,27.75,27.75,27.75,29.20,2,200,5550.00,,INE159E01026,15-Apr-20,,
509220,PTL LTD     ,B ,Q,29.50,29.50,28.60,28.60,28.60,28.20,8,552,16112.00,,INE034D01031,15-Apr-20,,
509243,TVS SRICHAKR,B ,Q,1117.95,1117.95,1039.00,1050.40,1050.00,1024.05,153,1284,1350009.00,,INE421C01016,15-Apr-20,,
509423,SEL         ,X ,Q,6.78,7.47,6.78,7.47,7.47,7.12,2,5000,37281.00,,INE367E01033,15-Apr-20,,
509438,BENARES HOT ,XT,Q,1338.70,1338.70,1226.05,1334.45,1334.45,1275.00,9,45,58086.00,,INE664D01019,15-Apr-20,,
509470,BOMOXY-B1   ,XT,Q,11539.40,11539.40,10443.00,11000.00,11000.00,10989.95,18,23,256446.00,,INE01TL01014,15-Apr-20,,
509472,CRAVATEX    ,X ,Q,322.00,322.00,297.00,297.00,297.00,312.00,4,107,31954.00,,INE145E01017,15-Apr-20,,
509480,BERGE PAINT ,A ,Q,496.80,523.80,494.95,512.15,512.15,492.80,2835,80351,41248383.00,,INE463A01038,15-Apr-20,,
509486,CAPRIHANS   ,X ,Q,32.15,35.25,32.00,35.00,34.95,32.15,28,2534,85682.00,,INE479A01018,15-Apr-20,,
509488,GRAPHITE IN.,A ,Q,178.75,178.75,175.00,178.75,178.75,170.25,1122,41852,7465356.00,,INE371A01025,15-Apr-20,,
509496,ITDCEM      ,A ,Q,37.40,38.80,35.70,36.55,36.25,37.20,387,8141,306057.00,,INE686A01026,15-Apr-20,,
509525,EMPIRE IND. ,X ,Q,535.00,558.00,535.00,558.00,558.00,535.00,7,13,7061.00,,INE515H01014,15-Apr-20,,
509557,GARFIBRES   ,B ,Q,1201.95,1221.75,1160.00,1196.25,1163.25,1171.90,220,722,858434.00,,INE276A01018,15-Apr-20,,
509563,GARWA.MARINE,X ,Q,1.82,1.82,1.82,1.82,1.82,1.91,2,25,45.00,,INE925D01014,15-Apr-20,,
509567,GOA CARBON  ,B ,Q,172.50,172.75,170.00,172.75,172.75,164.55,125,3621,624779.00,,INE426D01013,15-Apr-20,,
509631,HEG LIMITED ,A ,Q,710.20,710.20,690.00,710.20,710.20,676.40,646,20487,14516453.00,,INE545A01016,15-Apr-20,,
509635,HIND.COMPOSI,B ,Q,136.95,136.95,130.00,130.00,130.00,124.00,25,132,17603.00,,INE310C01029,15-Apr-20,,
509675,HIL         ,B ,Q,770.00,896.55,751.55,869.15,864.00,747.15,1559,14569,12443401.00,,INE557A01011,15-Apr-20,,
509692,IND.CARD    ,B ,Q,92.95,92.95,85.55,86.15,85.55,85.20,4,8,716.00,,INE061A01014,15-Apr-20,,
509709,INT.CONVEYOR,B ,Q,19.25,19.25,18.75,18.80,18.80,18.45,12,4112,77543.00,,INE575C01027,15-Apr-20,,
509715,JAYSHRE TEA ,T ,Q,39.90,39.90,39.90,39.90,39.90,38.00,54,3905,155809.00,,INE364A01020,15-Apr-20,,
509820,PAPERPROD   ,B ,Q,214.00,215.00,207.00,207.05,207.00,213.15,219,2485,526125.00,,INE275B01026,15-Apr-20,,
509835,PREMIER SYN.,X ,Q,1.86,1.86,1.86,1.86,1.86,1.95,1,20,37.00,,INE940N01012,15-Apr-20,,
509874,SHALIMAR PAI,B ,Q,65.90,65.90,61.20,64.45,64.45,59.95,1722,79850,5122307.00,,INE849C01026,15-Apr-20,,
509895,HIND MILLS  ,XT,Q,195.00,195.00,195.00,195.00,195.00,195.00,1,1,195.00,,INE832D01020,15-Apr-20,,
509930,SUPREM IND  ,A ,Q,923.90,1025.15,922.95,1005.80,1007.05,900.10,1358,8971,8766699.00,,INE195A01028,15-Apr-20,,
509966,VST INDUS.  ,A ,Q,2840.00,3042.00,2800.00,2902.05,2976.40,2811.45,422,988,2878885.00,,INE710A01016,15-Apr-20,,
510245,SWASTI VINAY,X ,Q,2.35,2.35,2.25,2.30,2.35,2.24,54,24894,58302.00,,INE804A01025,15-Apr-20,,
511012,YAMINI INVES,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,111,21.00,,INE457N01025,15-Apr-20,,
511034,JINDAL DRILL,B ,Q,52.55,56.20,51.65,52.55,51.65,51.10,215,4820,260640.00,,INE742C01031,15-Apr-20,,
511066,SAKTHI FIN. ,X ,Q,13.50,14.00,13.05,13.24,13.20,14.45,30,3552,46882.00,,INE302E01014,15-Apr-20,,
511072,DEWAN H.FIN.,A ,Q,11.40,11.44,10.75,11.38,11.44,10.90,613,298279,3378069.00,,INE202B01012,15-Apr-20,,
511108,SHIVA TEXYAM,T ,Q,83.60,87.00,83.60,87.00,87.00,87.50,4,152,13217.00,,INE705C01020,15-Apr-20,,
511116,QUADRANT    ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,7,11502,2185.00,,INE527B01020,15-Apr-20,,
511131,KAMAN HSG   ,X ,Q,3.47,3.65,3.47,3.65,3.65,3.65,11,3806,13429.00,,INE344D01018,15-Apr-20,,
511147,WALL ST.FIN.,X ,Q,14.50,14.80,14.50,14.79,14.80,14.10,6,2130,31508.00,,INE549D01012,15-Apr-20,,
511196,CANFIN HOMES,A ,Q,269.35,278.10,266.10,270.30,271.30,268.40,2459,88941,24218106.00,,INE477A01020,15-Apr-20,,
511208,IL & FS INVE,B ,Q,2.34,2.70,2.33,2.33,2.33,2.34,18,7008,16661.00,,INE050B01023,15-Apr-20,,
511218,SHRIRAM TRAN,A ,Q,637.00,706.60,637.00,663.60,670.00,645.35,8147,155458,105355031.00,,INE721A01013,15-Apr-20,,
511243,CHOLAFIN    ,A ,Q,157.00,162.55,145.10,153.45,154.85,150.25,5557,243112,38032117.00,,INE121A01024,15-Apr-20,,
511333,VLS FINANCE ,B ,Q,36.55,37.40,36.15,36.15,36.15,35.70,58,2005,73563.00,,INE709A01018,15-Apr-20,,
511355,IND CEM CAP ,X ,Q,2.52,2.52,2.52,2.52,2.52,2.65,1,4,10.00,,INE429D01017,15-Apr-20,,
511359,AD-MANUM FIN,X ,Q,10.50,10.50,10.50,10.50,10.50,10.13,1,459,4819.00,,INE556D01017,15-Apr-20,,
511389,VIDEOCON IND,Z ,Q,1.28,1.34,1.22,1.22,1.22,1.28,278,1211510,1484887.00,,INE703A01011,15-Apr-20,,
511411,SHRISTINFRA ,X ,Q,90.25,90.25,90.25,90.25,90.25,95.00,1,1,90.00,,INE472C01027,15-Apr-20,,
511427,ATN INTER.  ,T ,Q,0.24,0.24,0.24,0.24,0.24,0.23,1,1000,240.00,,INE803A01027,15-Apr-20,,
511431,VAKRANGEE   ,A ,Q,22.70,22.70,22.70,22.70,22.70,21.65,20,4067,92320.00,,INE051B01021,15-Apr-20,,
511451,DHARANI FIN.,X ,Q,3.51,3.51,3.51,3.51,3.51,3.51,1,5,17.00,,INE899D01011,15-Apr-20,,
511463,ALEXANDER   ,XT,Q,13.80,14.30,12.95,13.97,14.14,13.62,174,55878,768288.00,,INE191N01012,15-Apr-20,,
511473,IND.BANK MER,B ,Q,5.47,5.49,5.01,5.23,5.23,5.23,19,2659,13624.00,,INE841B01017,15-Apr-20,,
511501,BHARAT BHUSH,X ,Q,10.70,12.00,10.70,11.02,11.02,11.15,55,1401,16218.00,,INE900A01013,15-Apr-20,,
511509,VIVO BIO TEC,X ,Q,31.00,31.50,28.80,29.50,30.25,31.75,88,2360,69729.00,,INE380K01017,15-Apr-20,,
511523,VEERHEALTH  ,X ,Q,7.21,7.41,7.21,7.31,7.31,7.20,9,2260,16520.00,,INE882C01035,15-Apr-20,,
511525,PAN INDIA C ,XT,Q,0.19,0.20,0.19,0.19,0.19,0.19,13,7475,1420.00,,INE376A01032,15-Apr-20,,
511533,SAHARA HOUSG,X ,Q,27.40,27.40,23.70,25.30,23.70,24.95,6,150,3794.00,,INE135C01012,15-Apr-20,,
511551,MONARCH     ,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,9,353,6707.00,,INE903D01011,15-Apr-20,,
511557,PRO FIN CAP.,X ,Q,20.00,20.00,20.00,20.00,20.00,20.00,3,173,3460.00,,INE732K01019,15-Apr-20,,
511559,TIMES GUARAN,B ,Q,18.10,18.10,18.10,18.10,18.10,19.00,7,100,1810.00,,INE289C01025,15-Apr-20,,
511589,AVONMORE    ,X ,Q,9.92,9.92,9.19,9.20,9.20,9.94,28,5663,53053.00,,INE323B01016,15-Apr-20,,
511605,ARIHANT CAP.,X ,Q,35.20,42.20,35.05,36.75,36.75,37.55,51,4774,185251.00,,INE420B01028,15-Apr-20,,
511628,IMCAP       ,X ,Q,20.50,20.50,20.50,20.50,20.50,20.00,1,300,6150.00,,INE417D01012,15-Apr-20,,
511630,SAMBHAAV MED,B ,Q,1.69,1.69,1.69,1.69,1.69,1.41,6,2509,4240.00,,INE699B01027,15-Apr-20,,
511658,NETTLINX LTD,X ,Q,18.00,18.00,16.05,17.75,17.75,17.25,69,2383,40602.00,,INE027D01019,15-Apr-20,,
511672,SCANSTL     ,X ,Q,17.10,18.80,15.40,15.40,15.40,17.10,73,25178,428805.00,,INE099G01011,15-Apr-20,,
511676,GIC HOUSING ,A ,Q,70.00,70.00,66.20,67.75,67.80,66.30,777,9746,665799.00,,INE289B01019,15-Apr-20,,
511710,CUBICAL FIN.,X ,Q,0.90,0.90,0.90,0.90,0.90,0.90,1,51,45.00,,INE717D01023,15-Apr-20,,
511716,ESCORT FINAN,X ,Q,1.81,1.81,1.70,1.70,1.70,1.73,8,14795,26756.00,,INE359A01012,15-Apr-20,,
511724,BAID LEASING,X ,Q,63.70,63.70,63.70,63.70,63.70,67.05,1,1,63.00,,INE020D01014,15-Apr-20,,
511726,VIPUL LTD   ,B ,Q,14.60,16.15,14.60,15.75,15.75,15.09,8,521,8211.00,,INE946H01037,15-Apr-20,,
511736,USHDEV INTNL,XT,Q,0.19,0.20,0.19,0.20,0.20,0.20,2,1770,348.00,,INE981D01025,15-Apr-20,,
511740,MEHTA HOUSIN,XT,Q,7.71,7.71,7.71,7.71,7.71,7.35,1,4,30.00,,INE239B01014,15-Apr-20,,
511742,UGROCAP     ,X ,Q,107.90,108.25,100.25,108.25,108.25,103.10,13,405,43462.00,,INE583D01011,15-Apr-20,,
511758,MANSI FINANC,XT,Q,17.15,17.15,17.15,17.15,17.15,16.35,3,673,11541.00,,INE094E01017,15-Apr-20,,
511764,UPASANA FIN.,XT,Q,18.85,18.85,18.85,18.85,18.85,19.80,1,100,1885.00,,INE819K01014,15-Apr-20,,
511766,MUTHOOT CAP ,B ,Q,230.00,245.00,223.25,236.50,236.00,226.25,119,598,141492.00,,INE296G01013,15-Apr-20,,
511768,MASTER TRUST,X ,Q,12.20,12.20,11.80,12.00,12.00,12.20,5,208,2476.00,,INE677D01029,15-Apr-20,,
512018,CNI RES LTD ,X ,Q,1.80,1.87,1.78,1.87,1.87,1.87,5,701,1258.00,,INE135H01029,15-Apr-20,,
512047,ROYAL IND   ,X ,Q,0.38,0.38,0.38,0.38,0.38,0.39,2,51,19.00,,INE510H01015,15-Apr-20,,
512048,LUHARUKA    ,X ,Q,0.37,0.37,0.36,0.36,0.36,0.37,2,500,180.00,,INE195E01020,15-Apr-20,,
512068,DECCANGOLD  ,X ,Q,15.50,15.89,14.10,14.54,14.54,14.90,207,47908,719534.00,,INE945F01025,15-Apr-20,,
512070,UPL         ,A ,Q,334.00,381.65,330.00,350.45,350.45,324.95,21867,829295,301105072.00,,INE628A01036,15-Apr-20,,
512093,CRANES SOFTW,X ,Q,0.46,0.64,0.46,0.60,0.60,0.57,11,2753,1562.00,,INE234B01023,15-Apr-20,,
512131,SIGNET IND  ,B ,Q,17.95,19.75,17.20,18.90,19.35,19.50,35,672,12319.00,,INE529F01035,15-Apr-20,,
512149,ADVANCE TECH,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,3,51000,9690.00,,INE758A01056,15-Apr-20,,
512165,ABANSENT    ,X ,Q,178.75,178.75,162.15,178.05,178.75,170.25,25,211,37498.00,,INE365O01010,15-Apr-20,,
512175,VAMA INDS   ,X ,Q,5.25,5.34,4.77,5.19,4.78,5.19,20,7594,39040.00,,INE685D01022,15-Apr-20,,
