SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
538891,MCLOUD      ,X ,Q,29.40,29.80,28.80,29.20,29.20,29.10,476,54194,1579560.00,,INE613C01018,15-Apr-20,,
538896,KANCHI      ,X ,Q,195.00,218.00,195.00,205.00,205.00,192.70,113,3498,725448.00,,INE081G01019,15-Apr-20,,
538902,DHUN TEAIND ,B ,Q,165.00,165.00,138.50,144.00,144.00,137.70,189,1176,170541.00,,INE341R01014,15-Apr-20,,
538919,SKILVEN     ,X ,Q,11.52,11.52,11.52,11.52,11.52,11.52,1,30,345.00,,INE055Q01012,15-Apr-20,,
538922,COSYN       ,X ,Q,17.25,18.25,16.00,17.73,18.00,16.95,34,2730,47825.00,,INE029B01019,15-Apr-20,,
538942,MERCANTILE  ,X ,Q,3.52,3.52,3.52,3.52,3.52,3.47,1,10,35.00,,INE689O01013,15-Apr-20,,
538943,SONAL       ,XT,Q,13.00,13.25,13.00,13.25,13.25,13.60,3,27819,362272.00,,INE321M01017,15-Apr-20,,
538961,GENUSPAPER  ,B ,Q,4.00,4.18,3.89,3.96,3.96,4.02,47,8870,35801.00,,INE949P01018,15-Apr-20,,
538962,MINDACORP   ,B ,Q,64.10,68.20,62.00,63.25,62.70,62.35,551,15975,1041782.00,,INE842C01021,15-Apr-20,,
538965,CONCORD     ,XT,Q,16.12,16.13,16.00,16.13,16.13,15.37,62,23231,374490.00,,INE858L01010,15-Apr-20,,
538979,GRNLAM IND  ,B ,Q,544.95,544.95,526.00,527.00,526.05,519.00,60,208,111834.00,,INE544R01013,15-Apr-20,,
538987,TALBROSENG  ,X ,Q,84.00,84.00,73.00,77.00,77.00,71.50,17,654,51171.00,,INE717E01013,15-Apr-20,,
539006,PTCIL       ,X ,Q,291.00,301.15,291.00,301.15,301.15,307.40,5,101,30077.00,,INE596F01018,15-Apr-20,,
539009,GBLIL       ,X ,Q,0.20,0.20,0.20,0.20,0.20,0.21,9,2582,516.00,,INE003Q01012,15-Apr-20,,
539016,NEIL        ,X ,Q,18.50,18.50,18.50,18.50,18.50,18.50,1,5,92.00,,INE396C01010,15-Apr-20,,
539017,ASHFL       ,B ,Q,51.50,59.00,51.50,53.90,58.85,59.95,18,289,15727.00,,INE526R01010,15-Apr-20,,
539018,BEEKAY      ,X ,Q,177.00,187.20,170.00,172.55,172.55,170.25,28,2043,364063.00,,INE213D01015,15-Apr-20,,
539026,SSPNFIN     ,M ,Q,42.00,42.00,42.00,42.00,42.00,42.45,1,4000,168000.00,,INE820R01017,15-Apr-20,,
539031,SETFBSE100  ,B ,Q,107.48,107.48,100.00,107.47,107.47,107.48,18,173,18435.00,,INF200KA1572,15-Apr-20,,
539032,FRASER      ,X ,Q,2.24,2.24,2.24,2.24,2.24,2.28,48,44676,100074.00,,INE184Q01010,15-Apr-20,,
539042,AGIIL       ,T ,Q,58.75,58.75,58.75,58.75,58.75,58.95,1,5,293.00,,INE976R01017,15-Apr-20,,
539043,BKMINDST    ,T ,Q,0.44,0.44,0.44,0.44,0.44,0.44,1,500,220.00,,INE831Q01016,15-Apr-20,,
539044,MANAKSTELTD ,B ,Q,7.12,7.12,7.12,7.12,7.12,6.79,1,362,2577.00,,INE824Q01011,15-Apr-20,,
539045,MNKALCOLTD  ,B ,Q,4.35,4.35,3.90,4.05,3.91,4.05,123,16427,66413.00,,INE859Q01017,15-Apr-20,,
539056,ADLABS      ,B ,Q,3.78,3.89,3.62,3.88,3.89,3.54,152,105166,406669.00,,INE172N01012,15-Apr-20,,
539083,INOXWIND    ,A ,Q,23.00,23.30,21.50,22.55,22.55,21.50,429,23946,537573.00,,INE066P01011,15-Apr-20,,
539113,PML         ,X ,Q,899.00,900.00,868.00,868.00,868.00,850.80,5,16,14232.00,,INE291E01019,15-Apr-20,,
539118,VRLLOG      ,B ,Q,169.25,180.45,159.00,176.20,177.45,160.75,682,11078,1901008.00,,INE366I01010,15-Apr-20,,
539122,BODHTREE    ,X ,Q,35.70,35.70,31.80,32.00,32.00,32.00,72,1630,52771.00,,INE104F01011,15-Apr-20,,
539126,MEP         ,B ,Q,11.47,11.47,11.47,11.47,11.47,10.93,2,210,2408.00,,INE776I01010,15-Apr-20,,
539132,VEGETABLE   ,X ,Q,2.85,2.85,2.85,2.85,2.85,2.85,2,101,287.00,,INE761D01021,15-Apr-20,,
539141,UFO         ,B ,Q,73.50,74.50,71.55,73.40,73.30,73.15,253,5781,423946.00,,INE527H01019,15-Apr-20,,
539143,PANTH       ,X ,Q,51.60,51.60,51.60,51.60,51.60,52.65,2,2,103.00,,INE945O01019,15-Apr-20,,
539148,SHIVALIK    ,X ,Q,266.00,290.00,266.00,278.05,281.00,278.20,156,11562,3255507.00,,INE788J01021,15-Apr-20,,
539150,PNCINFRA    ,A ,Q,115.00,122.95,113.75,120.85,120.80,111.80,941,10859,1300954.00,,INE195J01029,15-Apr-20,,
539151,ARFIN       ,X ,Q,32.95,34.25,32.35,33.85,34.00,32.25,16,762,25913.00,,INE784R01015,15-Apr-20,,
539174,HELPAGE     ,XT,Q,18.10,18.10,18.10,18.10,18.10,18.10,1,1,18.00,,INE738P01015,15-Apr-20,,
539176,HAWAENG     ,XT,Q,16.95,16.95,16.95,16.95,16.95,17.80,4,412,6983.00,,INE230I01018,15-Apr-20,,
539177,AIIL        ,X ,Q,91.20,91.20,91.20,91.20,91.20,95.95,4,236,21523.00,,INE206F01014,15-Apr-20,,
539195,POEL        ,X ,Q,19.50,20.25,19.50,20.25,20.25,19.50,2,11,222.00,,INE035S01010,15-Apr-20,,
539196,AEL         ,XT,Q,11.84,11.84,11.30,11.84,11.84,11.28,8,1575,18621.00,,INE829P01020,15-Apr-20,,
539197,DEVHARI     ,X ,Q,4.80,4.80,4.80,4.80,4.80,4.88,2,10,48.00,,INE553P01018,15-Apr-20,,
539201,SATIA       ,B ,Q,79.30,79.30,78.50,78.50,78.50,72.85,2,140,11094.00,,INE170E01023,15-Apr-20,,
539217,SRESTHA     ,X ,Q,7.17,7.17,7.17,7.17,7.17,6.94,1,7,50.00,,INE606K01023,15-Apr-20,,
539219,MUL         ,X ,Q,38.00,38.00,38.00,38.00,38.00,39.95,4,23,874.00,,INE150D01019,15-Apr-20,,
539220,MISHKA      ,T ,Q,31.65,31.65,31.50,31.50,31.50,31.65,6,1000,31510.00,,INE540S01019,15-Apr-20,,
539221,SPORTKING   ,XT,Q,161.50,161.50,161.50,161.50,161.50,170.00,1,10,1615.00,,INE885H01011,15-Apr-20,,
539225,JIYAECO     ,B ,Q,6.83,6.83,6.83,6.83,6.83,6.70,5,4339,29635.00,,INE023S01016,15-Apr-20,,
539228,GGPL        ,T ,Q,44.95,45.05,41.55,44.95,44.95,43.05,6,132,5928.00,,INE480S01026,15-Apr-20,,
539229,MRSS        ,M ,Q,7.02,7.02,6.36,6.36,6.36,6.69,11,7200,47976.00,,INE196R01012,15-Apr-20,,
539235,GPL         ,X ,Q,299.00,299.00,285.00,285.00,285.00,300.00,6,721,212379.00,,INE545R01010,15-Apr-20,,
539251,BALKRISHNA  ,B ,Q,9.85,10.29,9.85,10.00,10.00,10.00,4,214,2153.00,,INE875R01011,15-Apr-20,,
539254,ADANITRANS  ,A ,Q,205.00,208.30,201.00,204.25,204.25,204.05,252,2979,613605.00,,INE931S01010,15-Apr-20,,
539268,SYNGENE     ,A ,Q,289.00,300.00,277.80,279.05,278.85,280.80,1607,14738,4253825.00,,INE398R01022,15-Apr-20,,
539274,BLFL        ,Z ,Q,2.08,2.08,1.90,1.90,1.90,1.99,3,151,304.00,,INE962P01011,15-Apr-20,,
539276,KAYA        ,B ,Q,156.00,156.55,150.00,152.45,154.95,149.10,82,653,100751.00,,INE587G01015,15-Apr-20,,
539278,SYMBIOX     ,X ,Q,0.24,0.24,0.23,0.23,0.23,0.23,8,4255,1021.00,,INE653R01012,15-Apr-20,,
539287,ORTINLAABS  ,B ,Q,14.50,14.62,14.50,14.62,14.62,12.19,156,62118,906780.00,,INE749B01012,15-Apr-20,,
539289,MJCO        ,B ,Q,276.00,284.95,268.10,271.95,271.50,276.65,49,977,265409.00,,INE898S01029,15-Apr-20,,
539290,BINDALAGRO  ,B ,Q,9.30,9.45,9.10,9.40,9.40,9.01,40,1564,14604.00,,INE143A01010,15-Apr-20,,
539301,ARVSMART    ,B ,Q,65.50,66.00,64.00,65.65,65.65,64.05,37,1556,101371.00,,INE034S01021,15-Apr-20,,
539302,POWERMECH   ,B ,Q,330.00,342.00,330.00,335.65,338.15,318.70,161,2049,688391.00,,INE211R01019,15-Apr-20,,
539309,RAMASTEEL   ,B ,Q,25.35,25.35,25.35,25.35,25.35,25.10,1,5,126.00,,INE230R01027,15-Apr-20,,
539310,THINKINK    ,B ,Q,24.50,24.70,23.55,24.15,24.45,24.05,178,475343,11477377.00,,INE365S01037,15-Apr-20,,
539312,UTISENSETF  ,B ,Q,375.00,375.00,375.00,375.00,375.00,375.00,1,100,37500.00,,INF789FB1X58,15-Apr-20,,
539313,UTINIFTETF  ,B ,Q,1001.95,1001.95,1001.95,1001.95,1001.95,966.14,1,1,1001.00,,INF789FB1X41,15-Apr-20,,
539331,VETO        ,B ,Q,33.00,33.00,30.95,32.00,32.15,32.95,114,4312,137457.00,,INE918N01018,15-Apr-20,,
539332,NAVKARCORP  ,B ,Q,19.50,20.90,18.80,19.40,19.40,20.15,230,22389,449272.00,,INE278M01019,15-Apr-20,,
539334,SHREEPUSHK  ,B ,Q,76.05,80.25,76.00,79.20,80.00,73.15,244,6404,501023.00,,INE712K01011,15-Apr-20,,
539336,GUJGAS      ,A ,Q,233.00,255.00,233.00,248.25,248.25,233.80,6799,126759,31247204.00,,INE844O01030,15-Apr-20,,
539346,SADBHIN     ,B ,Q,11.80,11.80,11.21,11.43,11.45,11.80,410,9172,105106.00,,INE764L01010,15-Apr-20,,
539351,PRABHAT     ,B ,Q,61.40,61.75,60.20,60.90,60.90,60.35,20,1136,69115.00,,INE302M01033,15-Apr-20,,
539353,SALAUTO     ,X ,Q,94.45,101.00,92.10,95.00,95.00,93.85,22,525,49746.00,,INE724G01014,15-Apr-20,,
539354,POLYSPIN    ,X ,Q,61.30,61.30,61.00,61.00,61.00,64.00,4,272,16647.00,,INE914G01011,15-Apr-20,,
539359,PRITIKAUTO  ,X ,Q,61.00,63.00,59.65,59.95,59.90,59.85,81,119759,7198641.00,,INE583R01011,15-Apr-20,,
539363,SKC         ,T ,Q,8.96,9.69,8.96,9.69,9.69,9.43,2,210,1888.00,,INE094T01015,15-Apr-20,,
539378,SML         ,XT,Q,37.95,37.95,36.20,36.20,36.20,38.00,2,5,186.00,,INE848R01018,15-Apr-20,,
539391,ACME        ,XT,Q,6.17,6.17,6.17,6.17,6.17,5.88,3,670,4133.00,,INE636B01011,15-Apr-20,,
539399,BELLACASA   ,T ,Q,100.80,100.80,94.00,94.90,94.90,96.00,10,17571,1667250.00,,INE344T01014,15-Apr-20,,
539400,MALLCOM     ,X ,Q,181.15,181.15,181.15,181.15,181.15,172.55,2,111,20107.00,,INE389C01015,15-Apr-20,,
539404,SATIN       ,B ,Q,71.00,72.50,70.35,72.50,72.50,71.55,19,2011,145780.00,,INE836B01017,15-Apr-20,,
539407,GENCON      ,X ,Q,53.75,56.00,52.95,54.35,56.00,53.55,65,134564,7258246.00,,INE854S01022,15-Apr-20,,
539410,WELCON      ,XT,Q,8.33,8.33,8.29,8.29,8.29,8.33,4,4,33.00,,INE873S01022,15-Apr-20,,
539428,TEJNAKSH    ,T ,Q,38.20,40.10,36.35,40.10,40.10,38.20,17,2047,81761.00,,INE030T01019,15-Apr-20,,
539437,IDFCFIRSTB  ,A ,Q,22.85,23.10,22.10,22.55,22.55,22.20,11863,1247725,28289464.00,,INE092T01019,15-Apr-20,,
539448,INDIGO      ,A ,Q,1015.00,1036.45,998.20,1010.20,1010.20,1068.25,5078,106580,107803652.00,,INE646L01027,15-Apr-20,,
539450,SHK         ,A ,Q,76.55,80.00,75.95,76.75,76.95,75.85,559,4029,312283.00,,INE500L01026,15-Apr-20,,
539479,GTV         ,X ,Q,25.30,25.30,25.30,25.30,25.30,26.60,2,276,6982.00,,INE910R01016,15-Apr-20,,
539480,LICNETFN50  ,B ,Q,98.70,99.00,97.00,97.00,97.00,97.76,9,156,15413.00,,INF767K01OS7,15-Apr-20,,
539487,LICNETFSEN  ,B ,Q,386.00,386.00,386.00,386.00,386.00,386.00,1,9,3474.00,,INF767K01OT5,15-Apr-20,,
539494,SMARTFIN    ,XT,Q,67.50,67.50,67.50,67.50,67.50,71.00,1,1,67.00,,INE766D01012,15-Apr-20,,
539515,GMLM        ,X ,Q,207.60,207.60,198.00,202.00,202.00,197.75,27,930,188220.00,,INE641R01017,15-Apr-20,,
539516,HDFCNIFETF  ,B ,Q,958.00,969.38,936.24,936.24,936.24,940.63,23,140,133902.00,,INF179KB1KP3,15-Apr-20,,
539517,SXETF       ,B ,Q,3500.00,3500.00,3233.00,3233.00,3233.00,3273.36,22,94,315352.00,,INF179KB1KQ1,15-Apr-20,,
539518,UDAYJEW     ,X ,Q,99.00,99.00,80.00,87.90,87.90,91.10,11,242,20231.00,,INE551B01012,15-Apr-20,,
539523,ALKEM       ,A ,Q,2809.90,2809.90,2674.00,2683.85,2683.85,2689.65,1039,5331,14664497.00,,INE540L01014,15-Apr-20,,
539524,LALPATHLAB  ,A ,Q,1549.00,1568.45,1481.65,1498.75,1500.20,1498.90,1667,11758,18036497.00,,INE600L01024,15-Apr-20,,
539526,SCTL        ,T ,Q,1.60,1.70,1.60,1.60,1.60,1.68,29,22084,35348.00,,INE452S01025,15-Apr-20,,
539528,AAYUSH      ,X ,Q,13.30,14.65,13.28,14.65,14.65,13.96,4,49,654.00,,INE430R01015,15-Apr-20,,
539542,LUXIND      ,A ,Q,947.95,952.75,905.10,910.05,910.20,920.00,218,1176,1083457.00,,INE150G01020,15-Apr-20,,
539544,ABHIINFRA   ,X ,Q,2.95,2.95,2.95,2.95,2.95,3.10,1,100,295.00,,INE281P01016,15-Apr-20,,
539551,NH          ,A ,Q,291.60,297.00,279.00,279.95,279.60,291.60,511,6906,1964067.00,,INE410P01011,15-Apr-20,,
539562,AARNAV      ,XT,Q,48.75,48.75,48.75,48.75,48.75,46.55,3,90,4387.00,,INE750R01016,15-Apr-20,,
539593,SHIVA       ,X ,Q,2.00,2.00,2.00,2.00,2.00,2.00,2,10,20.00,,INE728Q01014,15-Apr-20,,
539594,MISHTANN    ,X ,Q,6.14,6.14,5.90,6.12,6.12,6.02,128,68439,418650.00,,INE094S01041,15-Apr-20,,
539596,DELTA       ,X ,Q,2.70,2.70,2.70,2.70,2.70,2.80,10,883,2384.00,,INE681Q01015,15-Apr-20,,
539597,JSLHISAR    ,A ,Q,49.65,49.65,46.60,48.10,47.75,48.40,117,7239,344727.00,,INE455T01018,15-Apr-20,,
539621,BCLENTERPR  ,X ,Q,13.90,13.90,12.25,13.90,13.90,13.61,25,5291,66345.00,,INE368E01015,15-Apr-20,,
539636,PRECAM      ,B ,Q,30.00,31.65,30.00,31.40,31.40,28.90,235,4560,142766.00,,INE484I01029,15-Apr-20,,
539658,TEAMLEASE   ,A ,Q,1567.45,1702.85,1567.45,1644.30,1644.30,1555.00,94,248,400650.00,,INE985S01024,15-Apr-20,,
539660,BESTAGRO    ,X ,Q,204.90,204.90,189.10,194.80,194.80,198.35,26,2840,546462.00,,INE052T01013,15-Apr-20,,
539673,RCL         ,X ,Q,40.30,40.30,39.95,39.95,39.95,40.40,2,31,1238.00,,INE792P01012,15-Apr-20,,
539678,QUICKHEAL   ,B ,Q,94.00,97.05,90.00,91.45,91.45,89.40,571,5505,516758.00,,INE306L01010,15-Apr-20,,
539686,KPEL        ,T ,Q,92.40,92.40,87.80,92.40,92.40,92.40,11,1018,93097.00,,INE127T01013,15-Apr-20,,
539725,GOKULAGRO   ,B ,Q,11.61,11.61,11.61,11.61,11.61,10.56,6,700,8127.00,,INE314T01025,15-Apr-20,,
539730,FREDUN      ,X ,Q,173.05,173.05,173.05,173.05,173.05,157.35,4,541,93620.00,,INE194R01017,15-Apr-20,,
539742,SIMBHALS    ,B ,Q,5.19,5.19,5.19,5.19,5.19,4.95,1,1,5.00,,INE748T01016,15-Apr-20,,
539770,DARJEELING  ,X ,Q,9.12,9.12,9.12,9.12,9.12,9.59,6,206,1878.00,,INE830S01014,15-Apr-20,,
539785,PDMJEPAPER  ,B ,Q,12.83,13.88,12.82,13.10,13.10,13.41,52,10293,134809.00,,INE865T01018,15-Apr-20,,
539787,HCG         ,B ,Q,67.00,70.20,62.95,69.15,70.00,66.45,346,4444,301870.00,,INE075I01017,15-Apr-20,,
539799,BHARATWIRE  ,B ,Q,12.61,12.61,12.61,12.61,12.61,12.01,1,113,1424.00,,INE316L01019,15-Apr-20,,
539807,INFIBEAM    ,A ,Q,35.25,36.25,34.60,35.25,35.05,34.85,654,101494,3602706.00,,INE483S01020,15-Apr-20,,
539814,RADHEY      ,X ,Q,23.50,23.90,19.70,21.95,23.20,21.80,31,6500,142438.00,,INE204S01012,15-Apr-20,,
539835,SUPERIOR    ,XT,Q,29.70,29.85,29.65,29.70,29.75,29.65,39,1070,31828.00,,INE574R01010,15-Apr-20,,
539841,LANCER      ,B ,Q,32.45,32.55,29.45,30.90,30.90,31.00,21,1853,57277.00,,INE359U01010,15-Apr-20,,
539844,EQUITAS     ,A ,Q,39.75,43.45,38.65,38.95,38.95,39.65,6482,2120604,85896920.00,,INE988K01017,15-Apr-20,,
539861,SKIL        ,B ,Q,3.74,4.25,3.74,3.74,3.74,4.15,198,3659,13716.00,,INE429F01012,15-Apr-20,,
539871,THYROCARE   ,A ,Q,550.00,555.80,513.85,522.70,520.00,532.00,1410,16442,8851047.00,,INE594H01019,15-Apr-20,,
539872,BAJAJHCARE  ,B ,Q,260.00,263.40,219.35,248.00,248.00,239.95,98,2490,614282.00,,INE411U01019,15-Apr-20,,
539874,UJJIVAN     ,A ,Q,162.00,170.90,150.85,153.60,153.60,157.15,5312,295550,47706507.00,,INE334L01012,15-Apr-20,,
539876,CROMPTON    ,A ,Q,219.60,220.80,210.35,218.75,217.00,212.75,1006,17165,3701350.00,,INE299U01018,15-Apr-20,,
539883,PILANIINVS  ,B ,Q,1424.25,1424.25,1170.00,1236.65,1242.35,1189.95,57,158,194001.00,,INE417C01014,15-Apr-20,,
539889,PARAGMILK   ,A ,Q,94.00,104.00,93.55,97.10,97.35,90.20,1219,76224,7402268.00,,INE883N01014,15-Apr-20,,
539894,MADHAVIPL   ,X ,Q,199.00,227.70,195.00,196.60,196.60,207.00,60,1116,229493.00,,INE631R01018,15-Apr-20,,
539910,KOCL        ,X ,Q,0.49,0.49,0.47,0.47,0.47,0.49,3,511,240.00,,INE833C01012,15-Apr-20,,
539917,NAGARFERT   ,T ,Q,4.27,4.29,4.10,4.29,4.29,4.09,204,112070,475881.00,,INE454M01024,15-Apr-20,,
539939,YASHCHEM    ,B ,Q,67.80,67.85,65.50,67.55,67.60,64.60,9,1600,108193.00,,INE571U01010,15-Apr-20,,
539940,MAXVIL      ,B ,Q,29.00,31.40,28.00,29.50,30.00,29.10,66,3283,97888.00,,INE154U01015,15-Apr-20,,
539945,ICICINV20   ,B ,Q,49.69,49.69,49.69,49.69,49.69,49.19,1,100,4969.00,,INF109KB1WY5,15-Apr-20,,
539956,TAALENT     ,X ,Q,130.00,130.00,115.00,124.00,121.10,113.45,68,2240,275598.00,,INE524T01011,15-Apr-20,,
539957,MGL         ,A ,Q,950.25,962.95,927.25,941.50,940.45,950.05,2152,26836,25233766.00,,INE002S01010,15-Apr-20,,
539963,ZEAL        ,B ,Q,78.50,80.00,69.00,78.60,78.60,66.75,121,6381,487406.00,,INE819S01017,15-Apr-20,,
539978,QUESS       ,A ,Q,215.90,223.40,204.00,205.65,205.65,214.25,1853,15419,3252278.00,,INE615P01015,15-Apr-20,,
539979,DIGJAMLTD   ,Z ,Q,0.98,0.98,0.91,0.91,0.91,0.94,15,13750,13446.00,,INE731U01010,15-Apr-20,,
539980,ICICIMCAP   ,B ,Q,50.14,55.00,41.55,50.03,50.03,49.63,8,42,2076.00,,INF109KB1XT3,15-Apr-20,,
539981,MAXINDIA    ,A ,Q,60.25,60.25,59.60,60.00,60.05,59.80,37,1603,96107.00,,INE153U01017,15-Apr-20,,
539984,HUIL        ,X ,Q,540.00,540.00,480.00,489.30,495.00,502.00,88,1252,627138.00,,INE799B01017,15-Apr-20,,
539986,COMSYN      ,T ,Q,49.45,49.45,47.00,47.00,47.00,49.45,15,695,33235.00,,INE073V01015,15-Apr-20,,
539991,CFEL        ,X ,Q,62.70,62.70,62.70,62.70,62.70,62.70,1,20,1254.00,,INE700F01016,15-Apr-20,,
539992,LLOYDSTEEL  ,B ,Q,0.38,0.44,0.37,0.44,0.44,0.39,300,1799321,758354.00,,INE093R01011,15-Apr-20,,
540005,LTI         ,A ,Q,1414.80,1490.00,1399.40,1468.75,1462.50,1396.20,1660,9250,13451904.00,,INE214T01019,15-Apr-20,,
540006,EASTWEST    ,X ,Q,50.10,54.80,49.60,50.05,50.05,50.05,66,99720,4989770.00,,INE595R01015,15-Apr-20,,
540023,COLORCHIPS  ,X ,Q,11.97,11.97,11.97,11.97,11.97,12.60,4,56,670.00,,INE621I01026,15-Apr-20,,
540024,ASHARI      ,X ,Q,9.26,9.26,9.26,9.26,9.26,9.74,5,699,6472.00,,INE361S01010,15-Apr-20,,
540025,ADVENZYMES  ,A ,Q,139.05,145.00,136.50,141.05,141.30,138.20,686,5602,795945.00,,INE837H01020,15-Apr-20,,
540027,PTIL        ,T ,Q,329.50,332.00,325.40,325.40,325.40,324.50,8,1112,361901.00,,INE171P01019,15-Apr-20,,
540047,DBL         ,A ,Q,233.00,264.40,222.70,259.80,264.40,220.35,3687,75848,18843004.00,,INE917M01012,15-Apr-20,,
540048,SPAL        ,B ,Q,73.35,73.35,73.35,73.35,73.35,69.90,1,10,733.00,,INE212I01016,15-Apr-20,,
540064,FRETAIL     ,A ,Q,73.50,73.50,70.75,73.50,73.50,70.00,689,321693,23634943.00,,INE752P01024,15-Apr-20,,
540065,RBLBANK     ,A ,Q,119.00,127.70,118.15,120.60,120.60,117.60,14711,1343068,165613301.00,,INE976G01028,15-Apr-20,,
540073,BLS         ,B ,Q,36.15,37.15,31.45,32.75,32.60,35.80,208,6089,209824.00,,INE153T01027,15-Apr-20,,
540078,MITSU       ,M ,Q,60.05,70.10,60.05,61.00,61.00,70.00,4,7200,470070.00,,INE317V01016,15-Apr-20,,
540080,NARAYANI    ,T ,Q,28.75,31.65,28.75,31.65,31.65,30.25,4,1497,47226.00,,INE715T01015,15-Apr-20,,
540083,TVVISION    ,T ,Q,1.40,1.40,1.30,1.40,1.40,1.34,7,3064,4239.00,,INE871L01013,15-Apr-20,,
540108,TAHL        ,X ,Q,30.40,31.20,29.50,30.05,30.65,30.80,112,5709,172554.00,,INE864T01011,15-Apr-20,,
540115,LTTS        ,A ,Q,1178.85,1240.15,1160.45,1213.05,1214.70,1153.60,1175,5143,6200967.00,,INE010V01017,15-Apr-20,,
540124,GNA         ,B ,Q,149.50,152.00,145.00,148.00,148.00,142.95,288,2950,439499.00,,INE934S01014,15-Apr-20,,
540125,RADHIKAJWE  ,M ,Q,15.65,16.45,15.45,15.95,16.45,16.70,4,6400,102400.00,,INE583V01013,15-Apr-20,,
540133,ICICIPRULI  ,A ,Q,339.00,355.55,326.20,329.10,329.10,342.50,4827,119204,40955189.00,,INE726G01019,15-Apr-20,,
540134,IISL        ,X ,Q,7.49,7.49,7.22,7.23,7.23,7.15,3,810,5855.00,,INE818R01011,15-Apr-20,,
540136,HPL         ,B ,Q,25.20,26.05,24.10,24.95,25.45,24.85,349,27555,699592.00,,INE495S01016,15-Apr-20,,
540143,SAGARSOFT   ,X ,Q,43.00,44.95,39.05,40.25,40.25,40.75,26,1523,61784.00,,INE184B01012,15-Apr-20,,
540144,DRA         ,M ,Q,8.49,8.49,8.35,8.35,8.35,7.08,2,5000,42100.00,,INE746V01016,15-Apr-20,,
540145,VALIANTORG  ,M ,Q,1232.00,1265.00,1200.00,1200.00,1200.00,1180.00,6,900,1116750.00,,INE565V01010,15-Apr-20,,
540148,BINDALEXPO  ,M ,Q,6.90,6.90,6.90,6.90,6.90,6.30,1,8000,55200.00,,INE564V01013,15-Apr-20,,
540153,ENDURANCE   ,A ,Q,608.00,608.00,587.00,594.20,596.00,586.35,396,2537,1502600.00,,INE913H01037,15-Apr-20,,
540154,IDFSENSEXE  ,B ,Q,388.00,388.00,388.00,388.00,388.00,350.00,5,13,5044.00,,INF194KA1T91,15-Apr-20,,
540173,PNBHOUSING  ,A ,Q,175.10,179.85,171.60,177.10,177.10,171.65,1493,40594,7157753.00,,INE572E01012,15-Apr-20,,
540175,REGENCY     ,X ,Q,25.65,29.00,25.65,27.65,27.65,28.45,28,2321,65764.00,,INE964R01013,15-Apr-20,,
540180,VBL         ,A ,Q,564.45,588.60,546.90,566.80,566.00,555.60,652,4304,2448227.00,,INE200M01013,15-Apr-20,,
540192,LKPSEC      ,X ,Q,3.45,3.62,3.28,3.30,3.30,3.45,36,31575,106485.00,,INE341H01023,15-Apr-20,,
540198,OSIAJEE     ,X ,Q,25.00,25.00,24.75,25.00,25.00,24.80,18,1167,29023.00,,INE186R01013,15-Apr-20,,
540203,SFL         ,A ,Q,1240.25,1240.25,1240.25,1240.25,1240.25,1221.00,4,4,4961.00,,INE916U01025,15-Apr-20,,
540210,TMRVL       ,B ,Q,7.42,7.42,7.42,7.42,7.42,7.07,1,50,371.00,,INE759V01019,15-Apr-20,,
540212,TCIEXP      ,B ,Q,615.00,625.15,581.00,593.00,595.00,619.85,429,2691,1616344.00,,INE586V01016,15-Apr-20,,
540222,LAURUSLABS  ,A ,Q,415.00,419.00,399.00,401.10,401.10,406.25,794,9827,4017834.00,,INE947Q01010,15-Apr-20,,
540243,NEWLIGHT    ,XT,Q,29.80,29.80,29.80,29.80,29.80,31.35,1,5,149.00,,INE835U01019,15-Apr-20,,
540252,VSL         ,M ,Q,27.00,27.00,27.00,27.00,27.00,60.00,1,3510,94770.00,,INE607V01010,15-Apr-20,,
540254,MTPL        ,X ,Q,11.97,11.97,11.40,11.40,11.40,11.40,2,155,1841.00,,INE245H01018,15-Apr-20,,
540268,DHANVARSHA  ,X ,Q,61.30,61.30,58.00,58.80,58.00,61.20,40,11199,670511.00,,INE615R01011,15-Apr-20,,
540269,SKL         ,M ,Q,3.50,3.50,3.50,3.50,3.50,3.84,2,20000,70000.00,,INE459U01018,15-Apr-20,,
540293,PRICOLLTD   ,B ,Q,52.40,52.40,45.15,46.55,46.55,44.45,1668,113772,5501902.00,,INE726V01018,15-Apr-20,,
540311,JITFINFRA   ,T ,Q,5.22,5.25,4.75,4.75,4.75,5.00,5,2540,13300.00,,INE863T01013,15-Apr-20,,
540332,TANVI       ,M ,Q,61.00,61.00,61.00,61.00,61.00,61.50,1,2000,122000.00,,INE978V01015,15-Apr-20,,
540360,LLFICL      ,X ,Q,115.00,116.25,105.75,114.15,114.25,114.95,9,5001,573710.00,,INE715Q01011,15-Apr-20,,
540361,DANUBE      ,XT,Q,5.74,5.74,5.74,5.74,5.74,6.04,4,185,1061.00,,INE575D01033,15-Apr-20,,
540366,RADIOCITY   ,B ,Q,13.20,14.31,12.30,13.76,13.76,14.31,72,4224,58679.00,,INE919I01024,15-Apr-20,,
540376,DMART       ,T ,Q,2180.00,2319.95,2173.95,2181.90,2181.90,2287.90,3530,29877,66397492.00,,INE192R01011,15-Apr-20,,
